"DEAL","TAG","POSITION_SC_DATE_ADJUSTED","FUND_NAME","STRATEGY","SUB_STRATEGY","BOOK_NAME","POSITION_DESC","TICKER","SEDOL","RIC","BB_YELLOW_KEY","ISIN","NOTIONAL_QUANTITY","POSITION_AGE","MARKET_PRICE","AVERAGE_COST","DAILY_PNL","MTD_PNL","YTD_PNL","PNL","DELTA_ADJ_LMV","DELTA_ADJ_SMV","DELTA_ADJ_NMV","BETA_ADJ_NET","GAMMA","VEGA","THETA","CUSTODIAN_ACCT_NUMBER","CUSTODIAN_ACCT_DIS_NAME","ACCRUAL_FEES","ACCRUED_DIVIDENDS","ACCRUED_DIVIDENDS_FEES","ACCRUED_INTEREST","ACCRUED_INTEREST_PBD","ACCRUED_INTEREST_PROCEEDS","ACCRUED_RECEIVABLE","DIRTY_LMV","DIRTY_SMV","DV01_SECONDARY_CCY","DAILY_ACCRUED_INTEREST","DAILY_ACCRUED_DIVIDENDS_WITHHOLDING_TAX","DAILY_ACCRUED_PAID_INTEREST","DAILY_FINANCING","DAILY_PNL_GL_NAV","DAILY_PNL_GL_NAV_FOR_BOOK","DAILY_PNL_HIERARCHICAL_NAV","DAILY_PNL_LE_NAV","DAILY_PNL_SOM_NAV","DAILY_FINANCING_ACCRUED_INTEREST","DAILY_FINANCING_INTEREST","DAILY_FEES","DAILY_REALIZED_PNL","DAILY_REALIZED_TRADING_PNL","DAILY_REBATE","DAILY_REALIZED_ACCRUED_INTEREST","DAILY_PRINCIPAL_AMOUNT","DAILY_PAID_INTEREST","DAILY_PAID_DIVIDENDS_WITHHOLDING_TAX","GL_GAV","GL_GAV_START_OF_DAY","GL_GAV_START_OF_MONTH","GL_GAV_START_OF_QUARTER","GL_GAV_START_OF_SEMI_ANNUAL","GL_GAV_START_OF_WEEK","GL_GAV_START_OF_YEAR","MTD_FINANCING","MTD_DIVIDENDS","DAILY_COMMISSIONS","DAILY_IMPLIED_FEES","DAILY_ST_TRADING_REALIZED","DAILY_PNL_CHANGE","DAILY_OTHER_FIN_INT","DAILY_OTHER_FINANCING","DAILY_NET_INTEREST","DAILY_TRADING_PNL","DAILY_TRADING_ACCRUED_INTEREST","DAILY_TAXES","DAILY_TRADING_PNL_COST_FX","DAILY_TRADING_SETTLEMENT_INTEREST","DAILY_UNDERLYING_CONTRIBUTION","DAILY_UNDERLYING_FX_REALIZED_CONTRIBUTION","DAILY_UNSETTLED_FINANCING_INTEREST","DAILY_UNREALIZED_FEES_AND_COMMISSIONS","DAILY_DIVIDENDS","DAILY_FX_CONTRIBUTION","DAILY_FX_CONTRIBUTION_AT_COST_FX","DAILY_FX_REALIZED_CONTRIBUTION","DAILY_FX_SETTLED_CASH","DAILY_FIN_REST_REALIZED_TRADING_PNL","DAILY_IMPLIED_COMMISSIONS","FINANCING_INTEREST","MTD_ACCRUED_COST_OF_CARRY","MTD_ACCRUED_DELAYED_COMPENSATION","MTD_ACCRUED_DIVIDEND","MTD_ACCRUED_DIVIDENDS_WITHHOLDING_FX_UNREALIZED","MTD_ACCRUED_DIVIDENDS_WITHHOLDING_TAX","MTD_ACCRUED_DIVIDENDS_WITHHOLDING_TAX_NET_OF_FX","MTD_ACCRUED_DIVIDENDS","MTD_ACCRUED_INTEREST","MTD_CARRY_CASH_FLOWS","MTD_COMMISSIONS","MTD_DIVIDEND_FX_UNREALIZED","MTD_DIVIDEND_FEE_FX_REALIZED","MTD_DIVIDEND_FEE_FX_UNREALIZED","MTD_DIVIDEND_WITHHOLDING_TAX","MTD_FX_CONTRIBUTION_AT_COST_FX","MTD_FX_CONTRIBUTION","MTD_FX_REALIZED_CONTRIBUTION","MTD_FX_SETTLED_CASH","MTD_FEES","MTD_FIN_CFD_ONLY","MTD_FIN_NON_NULL","MTD_FIN_ACCRUED_INTEREST","MTD_FIN_RESET_NET_PAYMENT","MTD_FINANCING_INTEREST","MTD_FINANCING_RESET_REALIZED_TRADING_PNL","MTD_FINANCING_AND_INTEREST","MTD_GROSS_TRADING","MTD_GROSS_TRADING_AND_FX_CONTRIBUTION","MTD_IMPLIED_COMMISSIONS","MTD_IMPLIED_FEES","MTD_LT_TRADING_REALIZED","MTD_OTHER_FINANCING","MTD_NET_INTEREST","MTD_OTHER_FIN_ACCRUED_INTEREST","MTD_OTHER_FIN_INTEREST","MTD_OTHER_PNL","MTD_PNL_CHANGE","MTD_PNL_LESS_FX_CONTRIBUTION","MTD_PAID_COST_OF_CARRY","MTD_PAID_DELAYED_COMPENSATION","MTD_PAID_DIVIDEND_FX_REALIZED","MTD_REALIZED_TAXES","MTD_REALIZED_TRADING_PNL","MTD_REALIZED_TRADING_PL","MTD_PRINCIPAL_AMOUNT","MTD_PAID_DIVIDENDS_FEES","MTD_PAID_DIVIDENDS_WITHHOLDING_TAX","YTD_UNSETTLED_FIN_INTEREST","YTD_UNREALIZED_FEES_AND_COMMISSIONS","YTD_TRADING_PNL_AT_COST_FX","YTD_TRADING_PNL","YTD_TOTAL_INTEREST","YTD_TRS_FX_UNREALIZED_ADJUSTMENT","YTD_SETTLEMENT_ACCRUED_INTEREST","YTD_ST_TRADING_REALIZED","YTD_REBATE","YTD_REALIZED_TRADING_PNL","YTD_REALIZED_TAXES","YTD_REALIZED_PNL","YTD_REALIZED_FEES","YTD_REALIZED_COMMISSIONS","YTD_REALIZED_ACCRUED_INTEREST","YTD_PRINCIPAL_AMOUNT","YTD_PAID_DIVIDENDS_WITHHOLDING_TAX","YTD_PAID_DIVIDENDS_FEES","YTD_PAID_DIVIDENDS","YTD_PAID_DELAYED_COMPENSATION","YTD_PAID_COST_OF_CARRY","YTD_PAID_LESS_FX_CONTRIBUTION","YTD_PNL_CHANGE","YTD_OTHER_PAID_DIVIDENDS","YTD_OTHER_INTEREST","YTD_OTHER_FINANCING_INTEREST","YTD_OTHER_FINANCING_ACCRUED_INTEREST","YTD_OTHER_FINANCING","YTD_OTHER_EXPENSES","YTD_OTHER_ACCRUED_INTEREST","YTD_OTHER_ACCRUED_DIVIDENDS_WITHHOLDING_TAX","YTD_OTHER_ACCRUED_DIVIDENDS","YTD_NET_INTEREST","YTD_LT_TRADING_REALIZED","YTD_IMPLIED_FEES","YTD_IMPLIED_COMMISSION","YTD_GROSS_TRADING_UNREALIZED","PNL_GL_NAV","PNL_GL_PNL","PNL_GL_PNL_GL_NAV","PNL_ADJUSTMENT_FX_REALIZED_CONTRIBUTION","PNL_ADJUSTMENT_FX_UNREALIZED_CONTRIBUTION","PNL_EIGHT_WEEK_AGO","PNL_FOUR_WEEK_AGO","PNL_PBD","PNL_REALIZED_ADJUSTMENT","PNL_SOM","PNL_SOQ","PNL_SOSA","PNL_SOW","PNL_SOY","PNL_SIX_WEEK_AGO","PNL_TWELVE_WEEK_AGO","PNL_TWO_WEEK_AGO","PNL_UNREALIZED_ADJUSTMENT","PNL_WEEK_AGO","PTD_PNL","MTD_DIVIDEND_FEE","MTD_GROSS_TRADING_REALIZED","MTD_PAID_DIVIDENDS_FEE_FX_REALIZED","MTD_PAID_DIVIDENDS_FEE_NET_OF_FX","MTD_PAID_DIVIDENDS_WITHHOLDING_FX_REALIZED","MTD_PAID_DIVIDENDS_WITHHOLDING_NET_OF_FX","MTD_PAID_DIVIDENDS","MTD_REALIZED_COMMISSIONS","MTD_REALIZED_FEES","MTD_REALIZED_PNL","MTD_REBATE","MTD_ST_TRADING_REALIZED","MTD_SETTLEMENT_ACCRUED_INTEREST","MTD_TAXES","MTD_TOTAL_REALIZED_TRADING_FX","MTD_TOTAL_UNREALIZED_TRADING_FX","MTD_TRADING_PNL","MTD_TRADING_PNL_AT_COST_FX","MTD_UNREALIZED_FEES_AND_COMMISSIONS","YTD_FINANCING","YTD_FINANCING_ACCRUED_INTEREST","YTD_FINANCING_INTEREST","YTD_FINANCING_RESET_REALIZED_TRADING_PNL","YTD_GROSS_TRADING","YTD_GROSS_TRADING_REALIZED","YTD_TAXES"
"ECM","Cash","1/31/24","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Unregistered Blocks","ALIT_Unregistered Block","Unsettled Cash - USD","","","","","","0","0","","1","0","0","0","0","0","0","","","","","","038CAPFM0","MS PB","","","","0","0","","","","","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","34237429.12","34010910.97","34079240.91","34079240.91","34079240.91","34018571.44","34079240.91","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Follow-On","1/31/24","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","IMTX_Overnight FO","IMMATICS ORD","IMTX","BMHQHS1","IMTX.O","IMTX US Equity","NL0015285941","1943","13","11.36","11.09","310.88","590.94","590.94","590.94","22072.48","0","22072.48","34222.41","0","0","0","038CAPFM0","MS PB","0","0","0","0","0","","0","22072.48","0","","0","0","","","0","1.11","0","0","0","0","0","0","0","0","0","0","0","0","0","34237429.12","34010910.97","34079240.91","34079240.91","34079240.91","34018571.44","34079240.91","","0","0","0","0","310.88","0","0","0","310.88","0","0","310.88","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","-21597.1","-43.58","0","0","0","0","0","0","0","","-0.02","0","0","0","0","0","0","0","590.94","590.94","0","0","0","0","0","0","0","0","634.54","590.94","0","0","0","0","115.57","115.57","0","0","0","0","-36.79","634.54","634.54","0","0","0","115.57","0","115.57","0","108.76","-0.02","-6.79","0","0","0","0","0","0","0","590.94","634.54","0","0","0","0","0","0","0","0","0","0","0","0","0","482.19","0","0","0","0","0","-36.79","-36.79","280.06","0","0","0","0","1100.86","0","-36.79","-36.79","-36.79","0","1040.49","590.94","0","108.76","0","0","0","0","0","-6.79","-0.02","108.76","0","115.57","0","0","108.76","482.19","634.54","634.54","-36.79","","0","0","0","590.94","108.76","0"
"ECM","Cash","1/31/24","Alternative Fund Gamma Holdings II LP","Operating ","Cash","Cash","Settled Cash - USD","","","","","","0","0","","0","0","0","0","0","0","0","","","","","","038CAPFM0","MS PB","","","","0","0","","","","","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","34237429.12","34010910.97","34079240.91","34079240.91","34079240.91","34018571.44","34079240.91","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Cash","1/31/24","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","WGO_Marketed FO_Convert","Settled Cash - USD","","","","","","-41478.49","0","1","1","0","0","0","0","0","-41478.49","-41478.49","0","","","","038CAPFM0","MS PB","","","","0","0","","0","0","-41478.49","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","34237429.12","34010910.97","34079240.91","34079240.91","34079240.91","34018571.44","34079240.91","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","0","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Subline","1/31/24","Alternative Fund Gamma Holdings II LP","Operating ","Subline","Funded","LOC Payable","","","","","","-9700000","0","1","1","0","0","0","0","0","-9700000","-9700000","0","","","","Non-Trading","Non-Trading","","","","0","0","","0","0","-9700000","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","34237429.12","34010910.97","34079240.91","34079240.91","34079240.91","34018571.44","34079240.91","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","0","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Cash","1/31/24","Alternative Fund Gamma Holdings II LP","","","","Settled Cash - USD","","","","","","0","0","","1","0","0","0","0","0","0","","","","","","069615466","GSI Intl Arranged","","","","0","0","","","","","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","34237429.12","34010910.97","34079240.91","34079240.91","34079240.91","34018571.44","34079240.91","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Tactical Trades","1/31/24","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Tactical Trades","Portfolio Hedge_Tactical","FLNC US 03/15/24 C15","","","FLNCC152401500.U","FLNC US 03/15/24 C15 Equity","","0","0","","0","0","0","0","0","0","0","","","","","","038CAPFM0","MS PB","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34237429.12","34010910.97","34079240.91","34079240.91","34079240.91","34018571.44","34079240.91","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"ECM","Tactical Trades","1/31/24","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Tactical Trades","Portfolio Hedge_Tactical","SPY US 01/12/24 P472","","","SPYM122447200.U^A24^2024012100","SPY US 01/12/24 P472 Equity","","0","0","","0","0","-995.39","-995.39","-995.39","0","0","","","","","","038CAPFM0","MS PB","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34237429.12","34010910.97","34079240.91","34079240.91","34079240.91","34018571.44","34079240.91","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","-28.39","-28","0","0","0","0","0","0","0","","-0.39","0","0","0","0","0","0","0","-995.39","-995.39","0","0","0","0","0","0","0","0","-967","-995.39","0","0","0","0","-967","-967","0","0","0","0","0","-967","-967","0","","0","-967","0","-967","0","-995.39","-0.39","-28","0","0","0","0","0","0","0","-995.39","-967","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-995.39","0","0","0","0","-995.39","0","0","0","-995.39","0","-995.39","-995.39","0","-995.39","0","0","0","0","0","-28","-0.39","-995.39","0","-967","0","0","-995.39","0","-967","-967","0","","0","0","0","-995.39","-995.39","0"
"ECM","IPO","1/31/24","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","IPO","BTSG_IPO","BRIGHTSPRING HEALTH SERVICES ORD","BTSG","BPJM8Q3","BTSG.O","BTSG US Equity","US10950A1060","-2776","1","11.02","11.21","527.44","-4282.19","-4282.19","-4282.19","0","-30591.52","-30591.52","8174.29","0","0","0","038CAPFM0","MS PB","0","0","0","0","0","","0","0","-30591.52","","0","0","","","0","-0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","34237429.12","34010910.97","34079240.91","34079240.91","34079240.91","34018571.44","34079240.91","","0","0","0","0","527.44","0","0","0","527.44","0","0","527.44","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","30923.08","-208.17","0","0","0","0","0","0","0","","-0.76","0","0","0","0","0","0","0","-4282.19","-4282.19","0","0","0","0","0","0","0","0","-4073.27","-4282.19","0","0","0","0","-4613.75","-4613.75","0","0","0","0","-14.14","-4073.27","-4073.27","0","0","0","-4613.75","0","-4613.75","0","-4808.54","-0.5","-194.28","0","0","0","0","0","0","0","-4282.19","-4073.27","0","0","0","0","0","0","0","0","0","0","0","0","0","526.35","0","0","0","0","0","-14.14","-14.14","-4809.63","0","0","0","0","-3756.1","0","-14.14","-14.14","-14.14","0","0","-4282.19","0","-4808.54","0","0","0","0","0","-194.28","-0.5","-4808.54","0","-4613.75","0","0","-4808.54","526.35","-4073.27","-4073.27","-14.14","","0","0","0","-4282.19","-4808.54","0"
"ECM","Cash","1/31/24","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","VRDN_Overnight FO","Settled Cash - USD","","","","","","-665.37","0","1","1","0","0","0","0","0","-665.37","-665.37","0","","","","038CAPFM0","MS PB","","","","0","0","","0","0","-665.37","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","34237429.12","34010910.97","34079240.91","34079240.91","34079240.91","34018571.44","34079240.91","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","0","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Tactical Trades","1/31/24","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Tactical Trades","Portfolio Hedge_Tactical","SPY US 02/09/24 P497","","","SPYN092449700.U^B24^2024021800","SPY US 02/09/24 P497 Equity","","0","0","","0","0","0","0","0","0","0","","","","","","038CAPFM0","MS PB","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34237429.12","34010910.97","34079240.91","34079240.91","34079240.91","34018571.44","34079240.91","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"ECM","Cash","1/31/24","Alternative Fund Gamma Holdings II LP","","","","Unsettled Cash - USD","","","","","","0","0","","1","0","0","0","0","0","0","","","","","","PRVT-SRT-P2","PRVT","","","","0","0","","","","","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","34237429.12","34010910.97","34079240.91","34079240.91","34079240.91","34018571.44","34079240.91","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Cash","1/31/24","Alternative Fund Gamma Holdings II LP","Operating ","Cash","Expenses","Accrued Miscellaneous Fees","","","","","","-1250","0","1","1","0","0","0","0","0","-1250","-1250","0","","","","Non-Trading","Non-Trading","","","","0","0","","0","0","-1250","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","34237429.12","34010910.97","34079240.91","34079240.91","34079240.91","34018571.44","34079240.91","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","0","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Cash","1/31/24","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","DELL_Registered Block","Settled Cash - USD","","","","","","0","0","","0","0","0","0","0","0","0","","","","","","038CAPFM0","MS PB","","","","0","0","","","","","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","34237429.12","34010910.97","34079240.91","34079240.91","34079240.91","34018571.44","34079240.91","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Cash","1/31/24","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","CWAN_Registered Block 2","Settled Cash - USD","","","","","","-52413.77","0","1","1","0","0","0","0","0","-52413.77","-52413.77","0","","","","038CAPFM0","MS PB","","","","0","0","","0","0","-52413.77","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","34237429.12","34010910.97","34079240.91","34079240.91","34079240.91","34018571.44","34079240.91","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","0","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
"ECM","Tactical Trades","1/31/24","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Tactical Trades","Portfolio Hedge_Tactical","EDISON INTERNATIONAL ORD","EIX","2829515","EIX","EIX US Equity","US2810201077","0","0","","0","0","0","0","0","0","0","","","","","","038CAPFM0","MS PB","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34237429.12","34010910.97","34079240.91","34079240.91","34079240.91","34018571.44","34079240.91","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"ECM","Follow-On","1/31/24","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","RUN_Marketed FO_Convert","RUN 4 03/01/30","","BP6GR83","","RUN 4 03/01/30 CORP","US86771WAC91","0","0","","0","0","0","0","0","0","0","","","","","","038CAPFM0","MS PB","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34237429.12","34010910.97","34079240.91","34079240.91","34079240.91","34018571.44","34079240.91","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"ECM","Tactical Trades","1/31/24","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Tactical Trades","Portfolio Hedge_Tactical","SPY US 03/22/24 P503","","","SPYO222450300.U","SPY US 03/22/24 P503 Equity","","0","0","","0","0","0","0","0","0","0","","","","","","038CAPFM0","MS PB","0","0","0","0","0","","","","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34237429.12","34010910.97","34079240.91","34079240.91","34079240.91","34018571.44","34079240.91","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0"
"ECM","Cash","1/31/24","Alternative Fund Gamma Holdings II LP","Operating ","Cash","Cash","Unamortized Prepaid Expenses","","","","","","0","0","","1","0","0","0","0","0","0","","","","","","Non-Trading","Non-Trading","","","","0","0","","","","","","0","","","","0","0","0","0","0","","","","0","0","","","","0","","34237429.12","34010910.97","34079240.91","34079240.91","34079240.91","34018571.44","34079240.91","","","","","","0","","","0","0","","","0","","","","","0","","0","0","0","","","","","0","0","","","","","","0","0","","","","","","0","0","0","","","0","0","","","","","0","0","0","","","","","0","","","0","0","0","0","0","","","0","0","","","","","0","0","0","0","","","","","0","","0","","","","","","","","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","","0","0","","0","","","","","","","","0","","","","","0","0","0","0","0","","","","","0","0",""
